brand,model,model_year,mileage,fuel_type,transmission_type,clean_title,price
9,Tahoe LT,2021,71536.0,Gasoline,A/T,1,49685.0
14,Explorer XLT,2014,127558.0,Gasoline,A/T,1,13715.0
14,Mustang Mach-E Premium,2023,13232.0,,A/T,1,45000.0
9,Camaro 1SS,2017,39000.0,Gasoline,A/T,1,31500.0
14,Bronco Big Bend Advanced,2023,11500.0,Gasoline,A/T,1,54490.0
10,Pacifica Launch Edition,2020,22200.0,Gasoline,A/T,1,36800.0
52,Model Y Long Range,2023,7414.0,,A/T,1,56515.0
25,Huracan LP580-2,2017,14586.0,Gasoline,A/T,1,209991.0
44,1500 Rebel,2021,32000.0,Hybrid,A/T,1,50927.0
53,86 Base,2020,14700.0,Gasoline,A/T,1,27350.0
4,X5 xDrive50i,2016,79995.0,Gasoline,Other,1,23995.0
15,Yukon Denali,2018,76000.0,Gasoline,A/T,1,44500.0
17,Accord EX-L,2014,62000.0,Gasoline,CVT,1,18987.0
32,Ghibli S Q4,2017,53500.0,Gasoline,A/T,1,28700.0
19,Kona EV SEL,2022,9400.0,,A/T,1,31999.0
4,435 i,2014,86500.0,Gasoline,A/T,1,20900.0
36,GL-Class GL 450,2011,148000.0,Gasoline,A/T,1,9900.0
15,Sierra 1500 SLE,2014,100080.0,E85 Flex Fuel,A/T,1,22989.0
11,Challenger SRT Demon,2018,2620.0,Gasoline,A/T,1,155700.0
4,X5 PHEV xDrive45e,2023,3099.0,Plug-In Hybrid,A/T,1,74995.0
11,Durango R/T,2020,78000.0,Gasoline,A/T,1,29500.0
13,488 Spider Base,2019,9005.0,Gasoline,A/T,1,319900.0
14,Bronco Sport Big Bend,2022,16700.0,Gasoline,A/T,1,31000.0
17,Civic LX,2015,51300.0,Gasoline,Manual,1,17500.0
14,Shelby GT350 Base,2018,8237.0,Gasoline,Manual,1,62900.0
54,Jetta S,2010,99000.0,Gasoline,A/T,1,6000.0
34,CX-5 Grand Touring,2021,62377.0,Gasoline,A/T,1,26288.0
22,Wrangler Rubicon,2009,130000.0,Gasoline,Manual,1,15500.0
14,F-250 XLT,2016,94300.0,E85 Flex Fuel,A/T,1,28999.0
52,Model Y Performance,2022,24115.0,,A/T,1,46500.0
4,528 i,2016,82000.0,Gasoline,A/T,1,16995.0
24,Rio S,2021,67686.0,Gasoline,A/T,1,15700.0
52,Model S 85,2014,96800.0,,A/T,1,28450.0
22,Wrangler Sport,1997,131000.0,Gasoline,Manual,1,5500.0
52,Model 3 Standard Range,2020,23097.0,,A/T,1,29900.0
13,GTC4Lusso T,2018,31000.0,Gasoline,A/T,1,197499.0
4,X5 M50i,2021,28898.0,Gasoline,A/T,1,71000.0
34,MX-5 Miata RF Club,2022,7250.0,Gasoline,Manual,1,35619.0
14,F-250 XLT,2014,59459.0,Diesel,A/T,1,40999.0
22,Wrangler Sahara,2012,78000.0,Gasoline,A/T,1,22000.0
44,1500 Laramie,2021,24213.0,Gasoline,A/T,1,46500.0
44,1500 Laramie,2020,21165.0,Gasoline,A/T,1,46105.0
15,Yukon Denali,2016,107750.0,Gasoline,A/T,1,35500.0
14,F-150 Lariat,2016,117000.0,Gasoline,A/T,1,26500.0
9,Corvette Base,2006,39132.0,Gasoline,Other,1,35000.0
4,Z4 2.5i,2004,94500.0,Gasoline,Manual,1,9000.0
50,Crosstrek 2.0i Premium,2017,50011.0,Gasoline,A/T,1,21495.0
27,GX 470 Base,2004,215000.0,Gasoline,A/T,1,7350.0
44,1500 Laramie,2022,16616.0,Gasoline,A/T,1,45999.0
14,F-150 XLT,2022,33818.0,Gasoline,A/T,1,46552.0
22,Wagoneer Series III,2022,9099.0,Gasoline,A/T,1,68362.0
54,GTI Base,2008,95798.0,Gasoline,Manual,1,9850.0
36,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943.0,Gasoline,A/T,1,51700.0
34,Mazda6 iSport VE,2008,106000.0,Gasoline,A/T,1,4300.0
24,Telluride EX X-Line,2023,10400.0,Gasoline,A/T,1,48000.0
9,Tahoe LT,2022,2894.0,Gasoline,A/T,1,63900.0
11,Durango GT,2022,15592.0,Gasoline,A/T,1,39985.0
36,AMG C 63 Base,2020,33548.0,Gasoline,A/T,1,57999.0
4,320 i xDrive,2016,185000.0,Gasoline,A/T,1,7500.0
43,Macan GTS,2023,6483.0,Gasoline,A/T,1,96900.0
17,Pilot EX-L,2020,28886.0,Gasoline,A/T,1,35645.0
36,GLE 350 Base,2020,26293.0,Gasoline,A/T,1,49998.0
9,Camaro 2SS,2017,62000.0,Gasoline,Other,1,34500.0
21,XF 35t Prestige,2017,101453.0,Gasoline,A/T,1,18500.0
44,3500 Laramie,2013,106385.0,Diesel,A/T,1,42900.0
4,335 is,2012,86629.0,Gasoline,A/T,1,20995.0
3,S6 4.0T Premium Plus,2018,61258.0,Gasoline,A/T,1,49999.0
10,300 S,2014,121500.0,Gasoline,A/T,1,15999.0
15,Sierra 1500 AT4,2022,100.0,Diesel,A/T,1,62499.0
10,200 C,2015,170000.0,E85 Flex Fuel,A/T,1,5995.0
14,F-150 XLT SuperCab,2010,232000.0,Gasoline,A/T,1,3000.0
31,Cooper S Base,2006,95000.0,Gasoline,Manual,1,12500.0
53,Venza XLE,2013,103466.0,Gasoline,A/T,1,14200.0
53,Camry Hybrid Base,2011,133121.0,Hybrid,A/T,1,7900.0
9,Tahoe LT,2012,162731.0,E85 Flex Fuel,A/T,1,14500.0
36,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500.0,Gasoline,A/T,1,37500.0
14,Shelby GT500 Base,2021,568.0,Gasoline,A/T,1,90788.0
27,RX 300 4WD,1999,249083.0,Gasoline,A/T,1,3500.0
43,Macan S,2015,80300.0,Gasoline,A/T,1,23999.0
14,F-150 XLT SuperCab,2004,187000.0,Gasoline,A/T,1,6299.0
50,Outback 2.5 i Special Edition,2009,181870.0,Gasoline,A/T,1,6500.0
15,Sierra 2500 AT4,2022,22600.0,Diesel,A/T,1,76740.0
4,X5 xDrive40i,2020,37000.0,Gasoline,A/T,1,50000.0
43,Taycan Base,2022,9728.0,,A/T,1,89000.0
27,GX 470 Base,2006,152000.0,Gasoline,A/T,1,13995.0
14,F-150 Heritage XL SuperCab Flareside,2004,60260.0,Gasoline,A/T,1,30500.0
34,MazdaSpeed Miata MX-5 Base,2004,33362.0,Gasoline,Manual,1,17599.0
15,Acadia Denali,2021,47907.0,Gasoline,A/T,1,38436.0
36,Metris Base,2016,17340.0,Gasoline,A/T,1,29000.0
8,DeVille Base,1994,85000.0,–,A/T,1,7900.0
14,Expedition EL XLT,2011,195500.0,E85 Flex Fuel,A/T,1,8999.0
9,Monte Carlo SS,2000,74000.0,Gasoline,A/T,1,4700.0
44,1500 Big Horn,2015,140500.0,Gasoline,A/T,1,14000.0
22,Commander Base,2006,212500.0,Gasoline,A/T,1,6500.0
27,IS-F Base,2010,77400.0,Gasoline,A/T,1,34500.0
14,Utility Police Interceptor Base,2017,118000.0,Gasoline,A/T,1,15000.0
43,Carrera GT Base,2005,4400.0,Gasoline,Manual,1,1599000.0
8,Escalade ESV Luxury,2016,146200.0,Gasoline,A/T,1,24500.0
52,Model Y Performance,2020,39000.0,,A/T,1,43000.0
9,Avalanche 1500 LS,2005,130000.0,E85 Flex Fuel,A/T,1,7200.0
14,F-150 Lariat,2021,33080.0,Gasoline,A/T,1,47850.0
36,GLB 250 Base 4MATIC,2023,1219.0,Gasoline,A/T,1,46479.0
22,Wrangler Sport,2016,41000.0,Gasoline,A/T,1,25000.0
39,350Z Touring,2004,110897.0,Gasoline,Manual,1,11500.0
9,Corvette Z06,2016,49000.0,Gasoline,Manual,1,75000.0
42,Solstice GXP,2007,47000.0,Gasoline,Manual,1,13300.0
19,Sonata SE,2018,57690.0,Gasoline,A/T,1,15900.0
36,SLS AMG Base,2012,17941.0,Gasoline,A/T,1,226000.0
28,Navigator Reserve,2018,54000.0,Gasoline,A/T,1,46500.0
39,Maxima SL,2007,101600.0,Gasoline,A/T,1,6700.0
14,Ranger XLT,2021,89000.0,Gasoline,A/T,1,34000.0
52,Model 3 Long Range,2021,18000.0,,A/T,1,42500.0
21,XE 35t Premium,2017,55000.0,Gasoline,A/T,1,25000.0
28,MKZ Reserve,2017,71964.0,Gasoline,A/T,1,18750.0
8,Escalade ESV Platinum,2020,92000.0,Gasoline,A/T,1,50000.0
14,Fusion SE,2012,160000.0,E85 Flex Fuel,A/T,1,4500.0
36,E-Class E 350,2012,95816.0,Gasoline,A/T,1,12000.0
22,Wrangler Unlimited Sport,2014,132600.0,Gasoline,A/T,1,17000.0
8,DeVille Base,1994,47000.0,–,A/T,1,5990.0
22,Wrangler Sport,2010,149460.0,Gasoline,A/T,1,10700.0
22,Wrangler Sport,2011,109646.0,Gasoline,A/T,1,16998.0
0,MDX 3.5L w/Technology Package,2019,90605.0,Gasoline,A/T,1,27698.0
54,Jetta 1.4T S,2019,59000.0,Gasoline,A/T,1,17000.0
9,Camaro Z28,2002,48000.0,Gasoline,A/T,1,21999.0
9,Corvette Z06,2016,41500.0,Gasoline,Manual,1,66000.0
43,Cayman R,2012,54000.0,Gasoline,A/T,1,75000.0
43,Cayenne Base,2018,70455.0,Gasoline,A/T,1,45855.0
50,Crosstrek 2.0i Limited,2018,84054.0,Gasoline,CVT,1,21499.0
4,750 Li,2007,114528.0,Gasoline,A/T,1,9000.0
22,Wrangler Sahara,2013,111850.0,Gasoline,A/T,1,26500.0
15,Sierra 2500 AT4,2020,52673.0,Diesel,A/T,1,69500.0
4,X3 M AWD,2021,31500.0,Gasoline,A/T,1,54500.0
4,335 i,2011,73000.0,Gasoline,Other,1,16000.0
22,Wrangler Unlimited Sahara,2019,59692.0,Gasoline,A/T,1,35900.0
53,Corolla S Plus,2016,68364.0,Gasoline,Other,1,16000.0
26,Rover Discovery HSE LUXURY,2017,47200.0,Gasoline,A/T,1,29000.0
36,E-Class E 450 4MATIC,2021,18000.0,Hybrid,A/T,1,62000.0
14,Fusion Hybrid Base,2012,158366.0,Hybrid,A/T,1,8250.0
4,X1 xDrive 28i,2017,49700.0,Gasoline,A/T,1,26000.0
15,Terrain SLE,2010,81500.0,Gasoline,A/T,1,12250.0
4,i3 120Ah w/Range Extender,2019,16975.0,,A/T,1,26990.0
43,911 GT3,2018,5989.0,Gasoline,Manual,1,209000.0
14,Mustang SVT Cobra,2003,16100.0,Gasoline,Manual,1,35500.0
26,Rover Range Rover Supercharged LWB,2020,54225.0,Gasoline,A/T,1,67500.0
44,2500 Big Horn,2016,89500.0,Gasoline,A/T,1,35000.0
14,E250 Cargo,2013,87501.0,E85 Flex Fuel,A/T,1,17777.0
31,Countryman Cooper S ALL4,2018,12370.0,Gasoline,A/T,1,28900.0
44,1500 Classic Tradesman,2019,12466.0,Gasoline,A/T,1,28995.0
55,C70 T5,2011,199000.0,Gasoline,Other,1,5500.0
36,SL-Class SL600 Roadster,2007,78200.0,Gasoline,A/T,1,22999.0
53,Camry Hybrid XLE,2018,22000.0,Hybrid,A/T,1,29500.0
15,Acadia SLE-2,2016,100795.0,Gasoline,A/T,1,12995.0
9,Impala 1LT,2019,99941.0,Gasoline,A/T,1,17816.0
22,Grand Cherokee L Laredo,2021,23588.0,Gasoline,A/T,1,38633.0
22,Liberty Sport,2003,103000.0,Gasoline,A/T,1,5200.0
21,XF Luxury,2009,91491.0,Gasoline,A/T,1,7000.0
17,Civic Sport,2020,23131.0,Gasoline,CVT,1,23739.0
50,Outback 2.5i Premium,2019,77000.0,Gasoline,CVT,1,18749.0
26,Rover Range Rover Sport HSE Dynamic,2019,20500.0,Gasoline,A/T,1,76000.0
52,Model Y Long Range,2022,500.0,,A/T,1,45900.0
27,ES 350 Base,2019,49810.0,Gasoline,A/T,1,33900.0
17,CR-V Touring,2022,20229.0,Gasoline,CVT,1,36727.0
1,Romeo Giulia Quadrifoglio,2021,10558.0,Gasoline,A/T,1,75000.0
4,330 i,2005,59300.0,Gasoline,Manual,1,30900.0
33,Type 57 Base,2004,34254.0,Gasoline,A/T,1,64250.0
27,ES 250 Base,2021,24364.0,Gasoline,A/T,1,37998.0
36,Sprinter 2500,2016,139200.0,Diesel,A/T,1,22000.0
36,E-Class E 350,2012,82046.0,Gasoline,A/T,1,13999.0
11,Dakota Sport,1997,285000.0,Gasoline,A/T,1,6399.0
44,1500 Tradesman/Express,2017,26269.0,E85 Flex Fuel,A/T,1,25307.0
34,CX-9 Touring,2016,127131.0,Gasoline,A/T,1,16770.0
43,911 Turbo S,2019,31000.0,Gasoline,Other,1,179900.0
4,X3 xDrive30i,2021,27000.0,Gasoline,A/T,1,38400.0
22,Grand Cherokee Limited,2015,93400.0,E85 Flex Fuel,A/T,1,18900.0
4,X7 xDrive40i,2021,9200.0,Hybrid,A/T,1,71200.0
36,SL-Class SL 550,2014,76850.0,Gasoline,A/T,1,32999.0
5,Continental GT W12,2016,61160.0,Gasoline,A/T,1,98000.0
22,Wrangler Unlimited,2005,146000.0,Gasoline,A/T,1,15900.0
52,Model S 100D,2017,38957.0,,A/T,1,46750.0
54,Golf SportWagen TSI SE,2017,33850.0,Gasoline,A/T,1,16500.0
22,Wrangler Unlimited Sahara,2020,61830.0,Gasoline,A/T,1,39860.0
24,Sorento SXL,2017,108559.0,Gasoline,A/T,1,15998.0
27,LS 430 Base,2006,192000.0,Gasoline,A/T,1,7390.0
36,E-Class E 350 4MATIC,2014,83112.0,Gasoline,A/T,1,15500.0
52,Model X 75D,2016,52000.0,,A/T,1,52000.0
44,1500 Rebel,2020,57300.0,Gasoline,A/T,1,43500.0
31,Cooper Base,2008,104500.0,Gasoline,A/T,1,4100.0
22,Cherokee Sport,1996,170552.0,Gasoline,A/T,1,6500.0
14,Mustang GT Premium,2013,18000.0,Gasoline,A/T,1,29000.0
28,Navigator Reserve,2019,39000.0,Gasoline,A/T,1,51999.0
22,Gladiator Rubicon,2020,38000.0,Gasoline,A/T,1,45000.0
43,Cayman GT4,2016,15168.0,Gasoline,Manual,1,115000.0
17,Civic EX,2012,167506.0,Gasoline,A/T,1,6500.0
22,Grand Cherokee Laredo,2012,166000.0,E85 Flex Fuel,A/T,1,13000.0
14,Shelby GT500 Base,2021,19200.0,Gasoline,Other,1,82950.0
26,Rover Defender SE,2022,46000.0,Hybrid,A/T,1,75000.0
18,H3 Base,2007,201000.0,Gasoline,A/T,1,7200.0
24,Sportage LX,2014,87000.0,Gasoline,A/T,1,8900.0
15,Yukon XL 1500 SLT,2015,145000.0,Gasoline,A/T,1,24950.0
22,Wrangler Unlimited Sport,2020,33060.0,Gasoline,A/T,1,36500.0
14,Bronco XLT,1995,195000.0,–,A/T,1,15000.0
52,Model S Long Range Plus,2021,10550.0,,A/T,1,67800.0
3,A6 3.0T Prestige,2014,89500.0,Gasoline,Other,1,18000.0
22,Wrangler 80th Anniversary,2021,27000.0,Hybrid,A/T,1,37500.0
22,Wrangler Sport,2010,87250.0,Gasoline,Manual,1,18500.0
54,CC 2.0T Sport,2016,76495.0,Gasoline,A/T,1,13000.0
8,SRX Luxury Collection,2016,70503.0,Gasoline,A/T,1,15500.0
43,Cayenne Turbo,2009,41965.0,Gasoline,Other,1,35000.0
53,4Runner 4WD,1999,267000.0,Gasoline,Manual,1,8000.0
38,Eclipse GT,2003,146000.0,Gasoline,A/T,1,4200.0
9,Corvette Stingray w/1LT,2023,9000.0,Gasoline,A/T,1,82500.0
53,GR86 Premium,2022,1050.0,Gasoline,A/T,1,40000.0
26,Rover Range Rover P525 Westminster,2021,22270.0,Gasoline,A/T,1,89900.0
14,Mustang GT Premium,2012,19900.0,Gasoline,A/T,1,26500.0
52,Model Y Long Range,2020,19800.0,,A/T,1,44990.0
44,1500 Sport,2012,113500.0,Gasoline,A/T,1,17900.0
25,Gallardo LP550-2,2013,22000.0,Gasoline,A/T,1,150000.0
20,Q60 3.0t Red Sport 400,2022,3300.0,Gasoline,Other,1,54000.0
54,e-Golf SE,2016,41615.0,,A/T,1,12000.0
52,Model X Long Range,2022,11860.0,,A/T,1,92500.0
4,M5 Base,2015,27000.0,Gasoline,A/T,1,52500.0
24,K5 GT-Line,2022,22101.0,Gasoline,A/T,1,29430.0
9,Caprice Classic Base,1996,60000.0,Gasoline,A/T,1,18500.0
50,BRZ Limited,2013,46452.0,Gasoline,Manual,1,22888.0
28,MKZ Reserve I,2019,36000.0,Gasoline,A/T,1,26500.0
9,Corvette Grand Sport,2019,13100.0,Gasoline,Manual,1,61950.0
3,Q5 2.0T Premium Plus,2019,50000.0,Gasoline,A/T,1,27000.0
34,CX-9 Signature,2018,19500.0,Gasoline,Other,1,32250.0
14,Mustang GT,2016,36000.0,Gasoline,Manual,1,31000.0
46,Wraith Base,2016,21000.0,Gasoline,A/T,1,217000.0
9,Camaro 1SS,2022,6640.0,Gasoline,A/T,1,51999.0
4,X5 xDrive35i,2016,74850.0,Gasoline,A/T,1,21900.0
39,Maxima SV,2014,117000.0,Gasoline,Other,1,10900.0
53,Tundra TRD Pro,2016,51400.0,E85 Flex Fuel,A/T,1,39900.0
20,QX60 AUTOGRAPH,2022,6000.0,Gasoline,A/T,1,57999.0
38,Lancer Evolution MR,2006,128000.0,Gasoline,Manual,1,37999.0
4,X3 xDrive30i,2021,15000.0,Gasoline,Other,1,39995.0
53,Tundra SR5,2016,119000.0,Gasoline,A/T,1,29950.0
28,Mark LT Base,2006,87500.0,Gasoline,A/T,1,12999.0
14,Flex SEL,2011,149000.0,Gasoline,A/T,1,7999.0
3,Q5 2.0T Premium Plus,2015,54700.0,E85 Flex Fuel,A/T,1,20995.0
14,F-150 XL,2021,45979.0,Gasoline,A/T,1,38532.0
28,Continental Reserve,2017,56846.0,Gasoline,Other,1,29000.0
52,Model X 75D,2017,94100.0,,A/T,1,49900.0
22,Grand Cherokee Limited,2017,80150.0,Gasoline,A/T,1,22500.0
15,Terrain SLT-1,2013,11563.0,Gasoline,A/T,1,12300.0
52,Model X Long Range,2022,7500.0,,A/T,1,84000.0
36,AMG E 53 Base 4MATIC,2021,15615.0,Hybrid,A/T,1,78000.0
50,Impreza WRX Base,2013,113000.0,Gasoline,Manual,1,16000.0
24,Optima S,2018,74000.0,Gasoline,A/T,1,15000.0
36,M-Class ML 350,2011,99200.0,Gasoline,A/T,1,11900.0
54,Beetle 2.0T S,2018,36824.0,Gasoline,A/T,1,23999.0
0,RSX Base,2005,186040.0,Gasoline,A/T,1,6700.0
15,Acadia SLE,2020,58000.0,Gasoline,A/T,1,27700.0
14,F-150 Lariat,2020,31250.0,Gasoline,A/T,1,42500.0
22,Gladiator Overland,2020,43000.0,Gasoline,A/T,1,46500.0
53,Tacoma TRD Sport,2020,41199.0,Gasoline,Other,1,41598.0
24,EV6 GT-Line,2022,22000.0,,A/T,1,45000.0
16,GV70 3.5T Sport,2022,12900.0,Gasoline,A/T,1,53000.0
14,Explorer ST,2022,10500.0,Gasoline,Other,1,50000.0
31,Countryman Cooper,2020,74725.0,Gasoline,A/T,1,21612.0
34,CX-5 Grand Touring,2021,61117.0,Gasoline,A/T,1,26485.0
4,325 i,2003,142000.0,Gasoline,Manual,1,4800.0
14,Mustang EcoBoost Premium,2019,31000.0,–,Manual,1,34700.0
53,Yaris L,2012,129355.0,Gasoline,A/T,1,7950.0
9,Express 1500 Base,2010,204000.0,E85 Flex Fuel,A/T,1,4900.0
28,Navigator L Select,2016,115600.0,Gasoline,A/T,1,22500.0
22,Wrangler Sahara Altitude,2023,1563.0,Hybrid,A/T,1,62500.0
5,Continental GT Base,2007,72166.0,Gasoline,A/T,1,35995.0
27,RX 350 F Sport,2018,26100.0,Gasoline,A/T,1,37899.0
4,430 i,2017,58880.0,Gasoline,A/T,1,21000.0
8,Escalade Sport Platinum,2021,26000.0,Gasoline,A/T,1,104000.0
17,Civic EX,2008,190640.0,Gasoline,Manual,1,5500.0
43,Cayenne AWD,2020,37500.0,Gasoline,A/T,1,59900.0
14,Mustang Mach-E GT,2022,13856.0,,A/T,1,54000.0
8,ATS 2.5L Luxury,2013,225000.0,Gasoline,A/T,1,13600.0
27,LS 460 Base,2014,123256.0,Gasoline,A/T,1,24995.0
8,Escalade Premium Luxury,2021,11459.0,Gasoline,A/T,1,88900.0
36,C-Class C 300 4MATIC Sport,2016,67289.0,Gasoline,A/T,1,20490.0
19,Veloster Base,2013,56837.0,Gasoline,Other,1,10500.0
9,Corvette Base,2002,44168.0,Gasoline,A/T,1,30000.0
36,C-Class C 300 4MATIC,2019,59766.0,Gasoline,A/T,1,26900.0
24,Stinger GT,2018,56300.0,Gasoline,A/T,1,29950.0
55,S60 R,2004,167000.0,Gasoline,Manual,1,8000.0
9,Silverado 2500 LT,2015,122770.0,E85 Flex Fuel,A/T,1,27499.0
26,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271.0,Gasoline,A/T,1,54995.0
15,Sierra 1500 SLE,2015,102000.0,Gasoline,A/T,1,24500.0
9,Silverado 1500 RST,2020,40929.0,Gasoline,A/T,1,44800.0
43,911 Turbo S,2019,22000.0,Gasoline,A/T,1,174900.0
9,Suburban Z71,2022,19200.0,Gasoline,A/T,1,69790.0
36,G-Class G 550 4MATIC,2019,32376.0,Gasoline,A/T,1,128000.0
43,911 Carrera,2023,19800.0,Gasoline,A/T,1,134900.0
26,Rover Range Rover Sport HSE,2011,105000.0,Gasoline,A/T,1,10000.0
14,F-250 Lariat,2016,122650.0,Diesel,A/T,1,38900.0
50,BRZ Limited,2022,14000.0,Gasoline,Manual,1,34999.0
27,LS 460 Base,2008,100868.0,Gasoline,A/T,1,15397.0
26,Rover Range Rover Sport HSE,2013,111000.0,Gasoline,A/T,1,15000.0
8,Escalade Sport Platinum,2021,38500.0,Gasoline,A/T,1,94995.0
39,Pathfinder S,2020,41250.0,Gasoline,CVT,1,21865.0
31,Cooper S Base,2006,99600.0,Gasoline,A/T,1,5500.0
0,ILX 2.0L w/Premium Package,2013,198000.0,Gasoline,Other,1,11000.0
27,RX 350 Base,2021,20598.0,Gasoline,A/T,1,42599.0
43,911 Carrera S,2013,52044.0,Gasoline,Manual,1,76500.0
31,Hardtop Cooper S,2022,23777.0,Gasoline,Manual,1,30000.0
14,F-150 Platinum,2018,60660.0,Gasoline,A/T,1,46900.0
4,i3 Base,2015,26000.0,,A/T,1,14999.0
34,CX-5 Touring,2018,61000.0,Gasoline,Other,1,21800.0
27,RX 350 F Sport Performance,2020,53750.0,Gasoline,A/T,1,32600.0
4,X5 M50i,2023,13735.0,Gasoline,A/T,1,77897.0
36,E-Class E 300,2019,32580.0,Gasoline,A/T,1,33998.0
43,911 Carrera Cabriolet,2006,96275.0,Gasoline,Manual,1,52500.0
14,F-350 Lariat,2015,162000.0,Diesel,Other,1,32000.0
4,X3 xDrive30i,2019,92040.0,Gasoline,A/T,1,24999.0
44,1500 SLT,2017,73690.0,Gasoline,A/T,1,27000.0
53,Tacoma Base,2009,48750.0,Gasoline,Manual,1,17900.0
8,SRX Performance Collection,2011,124542.0,Gasoline,A/T,1,8450.0
14,Mustang GT Premium,2010,69000.0,Gasoline,A/T,1,20000.0
11,Ram 2500 Laramie Quad Cab,2004,148000.0,Diesel,A/T,1,19000.0
4,650 i,2006,122141.0,Gasoline,Manual,1,10500.0
50,Impreza WRX,2012,106000.0,Gasoline,Manual,1,15000.0
14,Edge Titanium,2017,113294.0,Gasoline,A/T,1,16500.0
24,Telluride SX,2021,24423.0,Gasoline,A/T,1,44315.0
52,Model S Long Range,2022,28000.0,,A/T,1,68750.0
44,1500 Rebel,2018,54800.0,Gasoline,A/T,1,37050.0
14,Explorer XLT,2017,161000.0,Gasoline,A/T,1,17500.0
36,AMG GLE 43 4MATIC Coupe,2019,28755.0,Gasoline,A/T,1,61350.0
3,Q5 2.0T Premium Plus,2016,52105.0,E85 Flex Fuel,A/T,1,20499.0
39,Armada Platinum,2018,119950.0,Gasoline,Other,1,20999.0
36,SL-Class SL500 Roadster,2003,80081.0,Gasoline,A/T,1,12500.0
5,Bentayga V8,2021,24500.0,Gasoline,A/T,1,165000.0
22,Gladiator Overland,2021,4100.0,Gasoline,A/T,1,55000.0
4,M2 CS,2020,9670.0,Gasoline,Other,1,103500.0
11,Charger SE,2017,63250.0,Gasoline,A/T,1,18650.0
28,MKX Black Label,2017,69431.0,Gasoline,A/T,1,26500.0
53,Tundra SR5,2015,108044.0,Gasoline,A/T,1,31380.0
4,335 i,2008,98000.0,Gasoline,Other,1,13998.0
4,X1 xDrive28i,2019,52253.0,Gasoline,Other,1,34500.0
14,F-350 Platinum,2022,23850.0,Diesel,A/T,1,99750.0
36,Sprinter High Roof,2015,1500.0,Diesel,A/T,1,39500.0
11,Challenger GT,2021,40000.0,Gasoline,A/T,1,32500.0
3,S4 3.0 Prestige,2012,38718.0,Gasoline,A/T,1,31000.0
53,Tacoma TRD Sport,2018,84184.0,Gasoline,A/T,1,35998.0
36,Sprinter 2500 Standard Roof,2021,13344.0,Diesel,A/T,1,56500.0
20,Q50 3.0t Red Sport 400,2018,51850.0,Gasoline,Other,1,28900.0
43,911 Carrera 4S,2002,119500.0,Gasoline,Manual,1,36995.0
14,Expedition Max Limited,2021,30918.0,Gasoline,A/T,1,51999.0
9,Corvette Stingray w/3LT,2023,1100.0,Gasoline,A/T,1,92000.0
36,C-Class C 300,2019,40000.0,Gasoline,A/T,1,27900.0
22,Grand Cherokee Limited,2005,100500.0,Gasoline,A/T,1,9998.0
11,Charger SRT Hellcat,2020,54320.0,Gasoline,A/T,1,67000.0
36,C-Class C 300 4MATIC,2018,49000.0,Gasoline,A/T,1,23450.0
43,911 Carrera S,2020,28000.0,Gasoline,A/T,1,134999.0
43,911 GT3,2022,1750.0,Gasoline,A/T,1,275000.0
8,DTS Luxury,2007,130000.0,Gasoline,A/T,1,3499.0
32,Grecale Modena,2023,3721.0,Gasoline,A/T,1,69645.0
36,S-Class S 550,2016,78101.0,Gasoline,A/T,1,34500.0
9,Malibu 1LT,2017,54000.0,Gasoline,A/T,1,16000.0
39,Quest SL,2011,185000.0,Gasoline,A/T,1,7500.0
36,SLK-Class SLK 250,2015,49000.0,Gasoline,A/T,1,23500.0
15,Sierra 2500 Denali,2024,2043.0,Gasoline,A/T,1,81500.0
27,RX 350 Base,2016,71750.0,Gasoline,A/T,1,28000.0
9,Corvette Stingray w/3LT,2020,5194.0,Gasoline,A/T,1,87500.0
4,330 i,2019,42200.0,Gasoline,A/T,1,27500.0
36,GLC 300 Base,2020,42717.0,Gasoline,A/T,1,33500.0
52,Model S 75D,2016,102260.0,,A/T,1,31300.0
9,Corvette Stingray w/2LT,2022,11089.0,Gasoline,Manual,1,80900.0
21,XF 25t Prestige,2018,37777.0,Gasoline,Other,1,32500.0
14,F-150 XLT,2021,35921.0,Gasoline,A/T,1,42995.0
14,Bronco Outer Banks,2023,1800.0,Gasoline,A/T,1,54900.0
49,FR-S Monogram,2014,163019.0,Gasoline,Manual,1,8900.0
36,C-Class C 300 4MATIC,2020,14220.0,Gasoline,A/T,1,35500.0
9,Tahoe Premier,2019,48879.0,Gasoline,A/T,1,49573.0
4,M3 Base,2002,117200.0,Gasoline,A/T,1,15000.0
14,F-150 Lariat,2016,25000.0,E85 Flex Fuel,A/T,1,65000.0
4,i3 Base w/Range Extender,2014,74500.0,,A/T,1,11499.0
20,G37 Journey,2013,33300.0,Gasoline,A/T,1,21990.0
14,Expedition XLT,2007,123921.0,Gasoline,A/T,1,6900.0
4,X3 sDrive30i,2021,12800.0,Gasoline,A/T,1,39990.0
2,Martin Vantage GT Base,2015,21100.0,Gasoline,Manual,1,80000.0
9,Tahoe LT,2009,104733.0,E85 Flex Fuel,A/T,1,15000.0
14,Transit-250 Base,2020,53000.0,Gasoline,A/T,1,38500.0
27,ES 250 Base,2021,17570.0,Gasoline,A/T,1,39998.0
